"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K7AJTC2V","journalArticle","2005","Rigonato, Berenice Quinzani, Janaina, Mantovani, Mário Sérgio, Jordão","Comet assay comparison of different Corbicula fluminea (Mollusca) tissues for the detection of genotoxicity","Genetics and Molecular Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572005000300023&lang=pt","","2005-09","2021-08-11 16:16:02","2021-08-11 16:16:02","","464-468","","","28","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJJHEVJA","journalArticle","2005","Santos, Maria C. D., Cíntia P. dos, Würdig, Norma L., Mansur","Fases larvais do mexilhão dourado Limnoperna fortunei (Dunker) (Mollusca, Bivalvia, Mytilidae) na Bacia do Guaíba, Rio Grande do Sul, Brasil","Revista Brasileira de Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752005000300029&lang=pt","","2005-09","2021-08-11 16:16:02","2021-08-11 16:16:02","","702-708","","","22","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMEDEYJJ","journalArticle","2005","Callil, Maria C. D., Claudia T., Mansur","Ultrastructural analysis of the shells of Anodontites trapesialis (Lamarck) and Anodontites elongatus (Swaison) (Mollusca, Bivalvia, Etherioidea) from the Mato Grosso Pantanal Region, Brazil","Revista Brasileira de Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752005000300033&lang=pt","","2005-09","2021-08-11 16:16:02","2021-08-11 16:16:02","","724-734","","","22","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EPJ7IZX","journalArticle","2004","Avelar, M. P., W. E. P., Martim, S. L., Vianna","A new occurrence of Limnoperna fortunei (Dunker 1856) (Bivalvia, Mytilidae) in the State of São Paulo, Brazil","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842004000500002&lang=pt","","2004-11","2021-08-11 16:16:02","2021-08-11 16:16:02","","739-742","","","64","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAQ5PN43","journalArticle","2005","Brugnoli, Fabrizio, Ernesto, Clemente, Juan, Boccardi, Lucía, Borthagaray, Ana, Scarabino","Golden mussel Limnoperna fortunei (Bivalvia: Mytilidae) distribution in the main hydrographical basins of Uruguay: update and predictions","Anais da Academia Brasileira de Ciências","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652005000200004&lang=pt","","2005-06","2021-08-11 16:16:03","2021-08-11 16:16:03","","235-244","","","77","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGJ7Z4QW","journalArticle","2006","Martins, Maria Cristina, Demetrius da Silva, Veitenheimer-Mendes, Inga Ludmila, Faccioni-Heuser","Aspectos morfológicos e de incubação em três espécies de Corbicula Mühlfeld, no lago Guaíba, Rio Grande do Sul, Brasil (Bivalvia, Corbiculidae)","Biota Neotropica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032006000200016&lang=pt","","2006","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","6","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TC8N29SU","journalArticle","2006","Mansur, Daniel, Maria C. D., Pereira","Bivalves límnicos da bacia do rio dos Sinos, Rio Grande do Sul, Brasil (Bivalvia, Unionoida, Veneroida e Mytiloida)","Revista Brasileira de Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752006000400021&lang=pt","","2006-12","2021-08-11 16:16:03","2021-08-11 16:16:03","","1123-1147","","","23","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRTHR6Q7","journalArticle","2010","Bergmann, S.C.A., C.P., Mansur, M.C.D., Bergonc, P.E.A., Pereira, D., Santos, C.P., Basegio, T., Vicenz, J., Santos","Seleção de materiais e revestimentos para o controle de incrustações do mexilhão dourado na Usina Hidrelétrica de Ibitinga (SP, Brasil)","Matéria (Rio de Janeiro)","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762010000100004&lang=pt","","2010","2021-08-11 16:16:03","2021-08-11 16:16:03","","21-30","","","15","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2R6HTNC","journalArticle","2011","Troncon, WEP, EK., Avelar","A new occurrence of Anodontites tenebricosus (Bivalvia: Mycetopodidae) in the Sapucaí river basin, São Paulo, Brazil: environmental and conchological aspects","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000400007&lang=pt","","2011-08","2021-08-11 16:16:03","2021-08-11 16:16:03","","629-634","","","71","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N335N9XS","journalArticle","2016","Alves, J., T., Lima, P., Lima, G. M. S., Cunha, M. C. C., Ferreira, S., Domingues, B., Machado","Phytoplankton composition of the water and gastrointestinal tract of the mussel Diplodon enno (Ortmann, 1921) from São Francisco river (Bahia, Brazil)","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000200352&lang=pt","","2016-06","2021-08-11 16:16:03","2021-08-11 16:16:03","","352-359","","","76","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KI94L3B6","journalArticle","2016","Silveira, N. F., T. C. L., Gama, A. M. S., Alves, T. P., Fontoura","Modeling habitat suitability of the invasive clam Corbicula fluminea in a Neotropical shallow lagoon, southern Brazil","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000300718&lang=pt","","2016-09","2021-08-11 16:16:03","2021-08-11 16:16:03","","718-725","","","76","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZ5JNJ23","journalArticle","2018","Pessotto, M. G., M. A., Nogueira","More than two decades after the introduction of Limnoperna fortunei (Dunker 1857) in La Plata Basin","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842018000400773&lang=pt","","2018-11","2021-08-11 16:16:03","2021-08-11 16:16:03","","773-784","","","78","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FW879NBJ","journalArticle","2018","Oliveira Junior, Antônio Valadão, Renato Brito de, Paula, Rayan Silva de, Diniz, Vinícius Sergio Rodrigues, Carvalho, Marcela David de, Cardoso","RFLP pattern determination for the invasive bivalves Limnoperna fortunei (Dunker, 1857) and Corbicula fluminea (Muller, 1774)","Revista Ambiente &amp; Água","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2018000300304&lang=pt","","2018","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","13","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTYHG2XF","journalArticle","2016","Puppin-Gonçalves, M. J., C. T., Tenório, L. X. S., Neiva, A. B., Martins-Silva","First occurrence of Anodontites tenebricosus (Bivalvia: Mycetopodidae) in the Tocantins-Araguaia basin, Brazil","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000401068&lang=pt","","2016-12","2021-08-11 16:16:03","2021-08-11 16:16:03","","1068-1069","","","76","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYLG3A2U","journalArticle","2019","Vianna, J.P.A., G.R., Oliveira, T.M., Teixeira, E.A., Nicolino, R.R., Boscolo, W.R., Silva, M.X., Haddad","Biosseguridade para sistemas de produção de peixes em tanque-rede em função da colmatação agravada por Limnoperna fortunei","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352019000100314&lang=pt","","2019-02","2021-08-11 16:16:03","2021-08-11 16:16:03","","314-322","","","71","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFR2GA56","journalArticle","2017","PIE, ANTONIO, MARCIO R., STRÖHER, PATRÍCIA R., AGOSTINIS, ANDRÉ O., BELMONTE-LOPES, RICARDO, TADRA-SFEIR, MICHELLE Z., OSTRENSKY","Development of a real-time PCR assay for the detection of the golden mussel ( Limnoperna fortunei , Mytilidae) in environmental samples","Anais da Academia Brasileira de Ciências","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652017000301041&lang=pt","","2017-06","2021-08-11 16:16:03","2021-08-11 16:16:03","","1041-1045","","","89","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFBQMW35","journalArticle","2017","Zilli, Agustín, Florencia, Barco, Julia del, Vanzetti","Biometry of neotropical invertebrates inhabiting floodplain rivers: unraveling bionomy","Iheringia. Série Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212017000100214&lang=pt","","2017","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","107","","","","","","","","","","en, es","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZ65SMS8","journalArticle","2016","Ernandes-Silva, A. M., J., Ragonha, F. H., Jati, S., Takeda","Limnoperna fortunei Dunker, 1857 larvae in different environments of a Neotropical floodplain: relationships of abiotic variables and phytoplankton with different stages of development","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000100154&lang=pt","","2016-02","2021-08-11 16:16:03","2021-08-11 16:16:03","","154-161","","","76","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZNCLYX2","journalArticle","2016","Campos, Paulo de Tarso, Mônica de Cássia Souza, Peifer, Daniel, Castro","The ShearStress importance on the spatial distribution pattern of the invader Limnoperna fortunei in the Upper Paraná River Basin. - An assessment based on the Spatial Distribution Models","Biota Neotropica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032016000100109&lang=pt","","2016-03","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","16","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"289UKFB7","journalArticle","2017","Reshaid, Gustavo, Yamila, Cao, Luciana, Brea, Francisco, Blanche, María Ortiz, Torres, Santiago, Darrigran","Variation in the distribution of Corbicula species (Mollusca: Bivalvia: Corbiculidae) after 25 years of its introduction in the Río de la Plata, Argentina","Zoologia (Curitiba)","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702017000100336&lang=pt","","2017","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","34","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGMUEJVL","journalArticle","2017","Miyahira, Maria Cristina Dreher, Igor Christo, Santos, Sonia Barbosa dos, Mansur","Freshwater mussels from South America: state of the art of Unionida, specially Rhipidodontini","Biota Neotropica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032017000400601&lang=pt","","2017","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","17","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIU9C49J","journalArticle","2017","Ernandes-Silva, Roger Paulo, Jéssica, Pinha, Gisele Daiane, Mormul","Environmental variables driving the larval distribution of Limnoperna fortunei in the upper Paraná River floodplain, Brazil","Acta Limnologica Brasiliensia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2017000100409&lang=pt","","2017","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","29","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SDBYAXJ","journalArticle","2012","Darrigran, Fernando, Gustavo, Damborenea, Cristina, Drago, Edmundo C., Ezcurra de Drago, Inés, Paira, Aldo, Archuby","Invasion process of Limnoperna fortunei (Bivalvia: Mytilidae): the case of Uruguay River and emissaries of the Esteros del Iberá Wetland, Argentina","Zoologia (Curitiba)","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702012000600004&lang=pt","","2012-12","2021-08-11 16:16:03","2021-08-11 16:16:03","","531-539","","","29","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78NRX5Y6","journalArticle","2013","Vieira, Michelle N., João P., Lopes","Size-selective predation of the catfish Pimelodus pintado (Siluriformes: Pimelodidae) on the golden mussel Limnoperna fortunei (Bivalvia: Mytilidae)","Zoologia (Curitiba)","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702013000100005&lang=pt","","2013-02","2021-08-11 16:16:03","2021-08-11 16:16:03","","43-48","","","30","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IMRV8C2","journalArticle","2010","Pestana, Walter A., Debora, Ostrensky, Antonio, Tschá, Marcel Kruchelski, Boeger","Prospecção do molusco invasor Limnoperna fortunei (Dunker, 1857) nos principais corpos hídricos do estado do Paraná, Brasil","Papéis Avulsos de Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492010003400001&lang=pt","","2010","2021-08-11 16:16:03","2021-08-11 16:16:03","","553-559","","","50","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73TQESY5","journalArticle","2010","Oliveira, RO, MD, Hamilton, SK, Calheiros, DF, Jacobi, CM, Latini","Modeling the potential distribution of the invasive golden mussel Limnoperna fortunei in the Upper Paraguay River system using limnological variables","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842010000400014&lang=pt","","2010-10","2021-08-11 16:16:03","2021-08-11 16:16:03","","831-840","","","70","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQLH5MJ7","journalArticle","2012","Campos, Paulo de Tarso, Mônica de Cássia Souza, Lanzer, Rosane, Castro","Hydrological stress as a limiting factor of the invasion of Limnoperna fortunei (Dunker, 1857) in the Upper Paraná River (Brazil)","Acta Limnologica Brasiliensia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2012000100007&lang=pt","","2012-03","2021-08-11 16:16:03","2021-08-11 16:16:03","","64-82","","","24","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APQ8LRQC","journalArticle","2011","Batista-Silva, Elaine Antoniassi Luiz, Valéria Flávia, Boneto, Daiane Dias, Bailly, Dayani, Abelha, Milza Celi Fedatto, Kashiwaqui","Invertebrates associated to Eichhornea azurea Kunth in a lagoon of the Upper Paraná River: composition, community attributes and influence of abiotic factors","Acta Limnologica Brasiliensia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2011000400007&lang=pt","","2011-12","2021-08-11 16:16:03","2021-08-11 16:16:03","","376-385","","","23","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELWPMUMR","journalArticle","2012","Pereyra, Gustavo, Patricio J., Rossini, Gustavo B., Darrigran","Toxicity of neem&#039;s oil, a potential biocide against the invasive mussel Limnoperna fortunei (Dunker 1857)","Anais da Academia Brasileira de Ciências","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652012000400020&lang=pt","","2012-12","2021-08-11 16:16:03","2021-08-11 16:16:03","","1065-1071","","","84","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLJVQV7L","journalArticle","2012","Callil, FA., CT., Krinski, D., Silva","Variations on the larval incubation of Anodontites trapesialis (Unionoida, Mycetopodidae): Synergetic effect of the environmental factors and host availability","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000300017&lang=pt","","2012-08","2021-08-11 16:16:03","2021-08-11 16:16:03","","545-552","","","72","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8J3TR3E","journalArticle","2014","Beghelli, Viviane Moschini, Frederico Guilherme de Souza, Pompêo, Marcelo Luiz Martins, Carlos","First occurrence of the exotic Asian clam Corbicula fluminea (Muller, 1774) in the Jundiaí-Mirim River Basin, SP, Brazil","Revista Ambiente &amp; Água","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2014000300004&lang=pt","","2014-09","2021-08-11 16:16:03","2021-08-11 16:16:03","","402-408","","","9","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYM56VTB","journalArticle","2012","Gazulha, SMFO, V, Mansur, MCD, Cybis, LF, Azevedo","Grazing impacts of the invasive bivalve Limnoperna fortunei (Dunker, 1857) on single-celled, colonial and filamentous cyanobacteria","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000100004&lang=pt","","2012-02","2021-08-11 16:16:03","2021-08-11 16:16:03","","33-39","","","72","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VR2YX883","journalArticle","2012","Gazulha, SMFO, V, Mansur, MCD, Cybis, LF, Azevedo","Feeding behavior of the invasive bivalve Limnoperna fortunei (Dunker, 1857) under exposure to toxic cyanobacteria Microcystis aeruginosa","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000100005&lang=pt","","2012-02","2021-08-11 16:16:03","2021-08-11 16:16:03","","41-49","","","72","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JXWK6PA","journalArticle","2012","Pereira, Fábio A., Éderson R., Soares, Bruno M., Vieira, João P., Mai, Ana C. G., Picoloto, Rochele S., Muller, Edson I., Flores, Erico M. M., Duarte","Assessment of inorganic contaminants in golden mussel (Limnoperna fortunei) in Southern Brazil","Journal of the Brazilian Chemical Society","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500009&lang=pt","","2012-05","2021-08-11 16:16:03","2021-08-11 16:16:03","","846-853","","","23","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GR9SA55N","journalArticle","2011","Eilers, Kennedy Francis, Vivianne, Oliveira, Márcia Divina de, Roche","Density and body size of the larval stages of the invasive golden mussel (Limnoperna fortunei) in two neotropical rivers","Acta Limnologica Brasiliensia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2011000300007&lang=pt","","2011-09","2021-08-11 16:16:03","2021-08-11 16:16:03","","282-292","","","23","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVGVGFSM","journalArticle","2012","Rodrigues, Joel Barbujiani, Valéria Guimarães Silvestre, Fujikawa, Aline, Abessa, Denis Moledo de Souza, Hortellani, Marcos Antonio, Sarkis, Jorge Eduardo Souza, Sígolo","Uso do bivalve límnico Anodontites tenebricosus (LEA, 1834) no biomonitoramento de metais do Rio Ribeira de Iguape","Química Nova","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000300003&lang=pt","","2012","2021-08-11 16:16:03","2021-08-11 16:16:03","","454-459","","","35","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJSCV77J","journalArticle","2012","Gazulha, Vanessa","Do toxic cyanobacteria affect feeding and survival of the invasive bivalve golden mussel?","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012010200003&lang=pt","","2012-02","2021-08-11 16:16:03","2021-08-11 16:16:03","","","","","72","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEXEL6M9","journalArticle","2012","Colle, CT., AC., Callil","Environmental influences on the composition and structure of the freshwater mussels in shallow lakes in the Cuiabá River floodplain","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200004&lang=pt","","2012-05","2021-08-11 16:16:03","2021-08-11 16:16:03","","249-256","","","72","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2FCCSH9","journalArticle","2003","BEASLEY, Wilsea Batista, Colin Robert, TAGLIARO, Claudia Helena, FIGUEIREDO","The occurrence of the Asian Clam Corbicula fluminea in the lowe amazon basin","Acta Amazonica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672003000200317&lang=pt","","2003-06","2021-08-11 16:16:03","2021-08-11 16:16:03","","317-324","","","33","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5T3XXD5K","journalArticle","2015","Paschoal, G., LRP., Andrade, DP., Darrigran","How the fluctuations of water levels affect populations of invasive bivalve Corbicula fluminea (Müller, 1774) in a Neotropical reservoir?","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000100018&lang=pt","","2015-03","2021-08-11 16:16:03","2021-08-11 16:16:03","","135-143","","","75","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6X5JPVM","journalArticle","2014","BARBOSA, FABIANA G.","The scientific literature on Limnoperna fortunei (Dunker 1857) from 1982 to 2012","Anais da Academia Brasileira de Ciências","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652014000301373&lang=pt","","2014-09","2021-08-11 16:16:03","2021-08-11 16:16:03","","1373-1384","","","86","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4S5TZ796","journalArticle","2011","Silva-Souza, NR., AT., Guardia-Felipi, P., Arrebola","Embryonic development of Anodontites trapesialis (Lamarck, 1819) (Bivalvia: Mycetopodidae)","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000100020&lang=pt","","2011-02","2021-08-11 16:16:04","2021-08-11 16:16:04","","139-144","","","71","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKAC9LYQ","journalArticle","2010","Oliveira, Marcos, Augusto, Callisto","Benthic macroinvertebrates as bioindicators of water quality in an Atlantic forest fragment","Iheringia. Série Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212010000400003&lang=pt","","2010-12","2021-08-11 16:16:04","2021-08-11 16:16:04","","291-300","","","100","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AI5A5PHU","journalArticle","2010","Meyer, Jessica, Ana A. N., Oliveira, Edinalva, Martim","Classes de comprimento e proporção sexual em Diplodon expansus (Mollusca, Bivalvia, Hyriidae) no rio Piraquara, Paraná, Brasil","Iheringia. Série Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212010000400007&lang=pt","","2010-12","2021-08-11 16:16:04","2021-08-11 16:16:04","","329-335","","","100","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IRPBJ5R","journalArticle","2012","Lopes, João, Michelle, Vieira","Space-time variation of the relative abundance of Limnoperna fortunei in deep zones of São Gonçalo Channel, Rio Grande do Sul, Brazil","Iheringia. Série Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000400002&lang=pt","","2012-12","2021-08-11 16:16:04","2021-08-11 16:16:04","","370-374","","","102","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
