"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8PWFT8SQ","journalArticle","2013","Marengoni, Affonso Celso, Nilton Garcia, Klosowski, Elcio Silvério, Oliveira, Katiane Pimenta de, Chambo, Ana Paula Sartorio, Gonçalves Junior","Bioacumulação de metais pesados e nutrientes no mexilhão dourado do reservatório da Usina Hidrelétrica de Itaipu Binacional","Química Nova","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422013000300002&lang=pt","","2013","2021-08-11 16:16:04","2021-08-11 16:16:04","","359-363","","","36","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YL3WT6PX","journalArticle","2013","López van Oosterom, Alberto, María V., Ocón, Carolina S., Brancolini, Florencia, Maroñas, Miriam E., Sendra, Eduardo D., Rodrigues Capítulo","Trophic relationships between macroinvertebrates and fish in a pampean lowland stream (Argentina)","Iheringia. Série Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212013000100009&lang=pt","","2013-03","2021-08-11 16:16:04","2021-08-11 16:16:04","","57-65","","","103","","","","","","","","","","en, es","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYRRGI5F","journalArticle","2014","Avelar, MAS., WEP., Neves, FF., Lavrador","Modelling the risk of mortality of Corbicula fluminea (Müller, 1774) (Bivalvia: Corbiculidae) exposed to different turbidity conditions","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842014000200509&lang=pt","","2014-05","2021-08-11 16:16:04","2021-08-11 16:16:04","","509-514","","","74","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9M2Z239L","journalArticle","2013","Sá, Carla Bender, Roger Lopes de, Santin, Luciani, Amaral, Aline Monique Blank do, Martello, Alcemar Rodrigues, Kotzian","Diversidade de moluscos em riachos de uma região de encosta no extremo sul do Brasil","Biota Neotropica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032013000300213&lang=pt","","2013-09","2021-08-11 16:16:04","2021-08-11 16:16:04","","213-221","","","13","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YCFEQWX","journalArticle","2013","Kotzian, Aline Monique Blank do, Carla Bender, Amaral","Diversity and distribution of mollusks along the Contas River in a tropical semiarid region (Caatinga), Northeastern Brazil","Biota Neotropica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032013000400299&lang=pt","","2013-12","2021-08-11 16:16:04","2021-08-11 16:16:04","","299-314","","","13","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUTVVAS4","journalArticle","2014","Choupina, IM, AB, Martins","Molecular markers for genetic diversity, gene flow and genetic population structure of freshwater mussel species","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842014003000023&lang=pt","","2014-08","2021-08-11 16:16:04","2021-08-11 16:16:04","","s167-s170","","","74","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"686A8HBN","journalArticle","2013","Reyna, Marcos, Paola B., Morán, Ariana G., Tatián","Taxonomy, distribution and population structure of invasive Corbiculidae (Mollusca, Bivalvia) in the Suquía River basin, Córdoba, Argentina","Iheringia. Série Zoologia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212013000200001&lang=pt","","2013-06","2021-08-11 16:16:04","2021-08-11 16:16:04","","77-84","","","103","","","","","","","","","","en, es","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYW4J9SS","journalArticle","2017","Miyahira, Sonia Barbosa dos, Igor Christo, Carneiro, Jéssica Beck, Gonçalves, Isabela Cristina Brito, Lacerda, Luiz Eduardo Macedo de, Oliveira, Jaqueline Lopes de, Vasconcelos, Mariana Castro de, Santos","Freshwater mollusks and environmental assessment of Guandu River, Rio de Janeiro, Brazil","Biota Neotropica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032017000300305&lang=pt","","2017","2021-08-11 16:16:04","2021-08-11 16:16:04","","","","","17","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93KZXRSU","journalArticle","2017","Cordeiro, T. H. D. A., N. I. S., Andrade, J. T. M., Montresor, L. C., Luz, D. M. R., Araújo, J. M., Martinez, C. B., Pinheiro, J., Vidigal","Physiological response of invasive mussel Limnoperna fortunei (Dunker, 1857) (Bivalvia: Mytilidae) submitted to transport and experimental conditions","Brazilian Journal of Biology","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842017000100191&lang=pt","","2017-03","2021-08-11 16:16:04","2021-08-11 16:16:04","","191-198","","","77","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2QSSE9X","journalArticle","2020","MIYAHIRA, Sonia Barbosa dos, Igor Christo, MANSUR, Maria Cristina Dreher, PIMPÃO, Daniel Mansur, COUCEIRO, Sheyla Regina Marques, SANTOS","Morphology and distribution of the freshwater mussel Diplodon granosus, a rare and poorly understood species","Acta Amazonica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672020000100044&lang=pt","","2020-03","2021-08-11 16:16:04","2021-08-11 16:16:04","","44-53","","","50","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C4LXX2S","journalArticle","2020","PASCHOAL, GUSTAVO, LUCAS R.P., ANDRADE, DOUGLAS P., PIMPÃO, DANIEL M., TORRES, SANTIAGO, DARRIGRAN","Massive mortality of the giant freshwater mussel Anodontites trapesialis (Lamarck, 1819) (Bivalvia: Mycetopodidae) during a severe drought in a Neotropical reservoir","Anais da Academia Brasileira de Ciências","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652020000400709&lang=pt","","2020","2021-08-11 16:16:04","2021-08-11 16:16:04","","","","","92","","","","","","","","","","en","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDSLVPW3","journalArticle","2020","Rosa, José Oliveira, Leonardo Cruz da, Dantas","First record of the Asian clam Corbicula fluminea (Müller, 1774) (Bivalvia: Cyrenidae) at Poxim-Açu River, northeastern Brazil","Acta Limnologica Brasiliensia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2020000100703&lang=pt","","2020","2021-08-11 16:16:04","2021-08-11 16:16:04","","","","","32","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XXIDGKCC","journalArticle","2021","Ribolli, Alex Pires de Oliveira, Josiane, Cassol, Sophia, Silva, Samara Hermes, Zaniboni Filho, Evoy, Zacchi, Flávia Lucena, Mattos, Jacó Joaquim, Cardoso, Grasiela Fagundes Minatto, Nuñer","Optimized and validated protocol to the detection of the invasive bivalve Limnoperna fortunei from eDNA plankton samples","Acta Limnologica Brasiliensia","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2021000100301&lang=pt","","2021","2021-08-11 16:16:04","2021-08-11 16:16:04","","","","","33","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CG9NW7YF","journalArticle","2021","Sene, Paulo Santos, Andressa Mendes, Rosa, Daniel Melo, Gutierre, Silvia Maria Millan, Pompeu","Freshwater mollusks as proxies for assessing agrochemicals hazards in Volta Grande Reservoir, Brazil","Revista Ambiente &amp; Água","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2021000300304&lang=pt","","2021","2021-08-11 16:16:04","2021-08-11 16:16:04","","","","","16","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSIJBUQ5","journalArticle","2021","Hermes-Silva, Alex Pires de Oliveira, Samara, Ribolli, Josiane, Ávila-Simas, Sunshine de, Zaniboni-Filho, Evoy, Cardoso, Grasiela Fagundes Minatto, Nuñer","Limnoperna fortunei - Updating the geographic distribution in the Brazilian watersheds and mapping the regional occurrence in the Upper Uruguay River basin","Biota Neotropica","","","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032021000300502&lang=pt","","2021","2021-08-11 16:16:04","2021-08-11 16:16:04","","","","","21","","","","","","","","","","en, pt","","","","","","","Publisher: scielo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
